Sat Apr 12 15:55:56 2025    profiling-http.prof

         814366 function calls (782130 primitive calls) in 1.393 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:1050(__sql__)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/dateutil/parser/isoparser.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/nanops.py:75(__call__)
        1    0.000    0.000    0.002    0.002 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/ops/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/_config/display.py:1(<module>)
        1    0.000    0.000    0.561    0.561 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/yfinance/data.py:186(_get_crumb_basic)
        1    0.000    0.000    0.001    0.001 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/yfinance/screener/query.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/internals/concat.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.12/weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/arrays/floating.py:16(FloatingDtype)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/metadata/_meta.py:8(PackageMetadata)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:431(realpath)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/yfinance/domain/sector.py:11(Sector)
        2    0.000    0.000    0.932    0.466 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/requests/sessions.py:593(get)
        2    0.000    0.000    0.183    0.092 /usr/lib/python3.12/ssl.py:449(wrap_socket)
        4    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/series.py:1415(_set_values)
       89    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/yfinance/screener/query.py:81(<genexpr>)
        1    0.000    0.000    0.001    0.001 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/groupby/base.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:357(__init__)
       12    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/urllib3/connection.py:404(<genexpr>)
        5    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
       85    0.000    0.000    0.000    0.000 /usr/lib/python3.12/_compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.001    0.001 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/frame.py:4062(__getitem__)
       15    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:2228(construct_from_string)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/bz2.py:26(BZ2File)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.12/email/feedparser.py:1(<module>)
       48    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/indexing.py:1165(_check_deprecated_callable_usage)
        4    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/requests/models.py:816(generate)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/_globals.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/queue.py:34(__init__)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/charset_normalizer/models.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/urllib3/util/timeout.py:109(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/resources/readers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/io/parsers/c_parser_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/dtypes/base.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/yfinance/ticker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/csv.py:83(DictReader)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/requests/cookies.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/socket.py:506(detach)
        2    0.000    0.000    0.562    0.281 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/urllib3/connectionpool.py:1085(_validate_conn)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:826(Path)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:671(_BaseNetwork)
       25    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/util/version/__init__.py:348(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/_core/numeric.py:137(ones)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/sorting.py:1(<module>)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1542(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/__init__.py:71(search_function)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:381(decorator)
      134    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/six.py:93(__init__)
       18    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/_core/_add_newdocs_scalars.py:19(type_aliases_gen)
       52    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/textwrap.py:386(fill)
        1    0.000    0.000    0.010    0.010 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/requests/exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/tools/timedeltas.py:1(<module>)
       15    0.000    0.000    0.001    0.000 /usr/lib/python3.12/typing.py:1562(copy_with)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:690(DatetimeTZDtype)
        2    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/indexes/base.py:2744(inferred_type)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/io/feather_format.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/html/__init__.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:597(inner)
        2    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/urllib3/poolmanager.py:229(_new_pool)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/io/excel/_base.py:927(ExcelWriter)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/dateutil/tz/tz.py:132(tzoffset)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/functools.py:188(total_ordering)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/io/parsers/python_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/accessor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/urllib3/connection.py:82(HTTPConnection)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/requests/status_codes.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/requests/adapters.py:446(get_connection_with_tls_context)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/indexes/base.py:6415(_is_comparable_dtype)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/util/_exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/io/pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/zoneinfo/_tzpath.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/socket.py:681(__init__)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/requests/_internal_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/tseries/offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/io/excel/_openpyxl.py:40(OpenpyxlWriter)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/decimal.py:1(<module>)
       17    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:575(__new__)
        2    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/urllib3/util/response.py:40(assert_header_parsing)
        1    0.000    0.000    0.002    0.002 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/computation/eval.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/frozendict/monkeypatch.py:121(patchOrUnpatchMutableMappingSubclasshook)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.12/html/parser.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1517(debug)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/yfinance/domain/domain.py:10(Domain)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/computation/expr.py:337(BaseExprVisitor)
       27    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1070(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/urllib3/util/connection.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/urllib3/filepost.py:1(<module>)
       47    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/utils.py:52(_has_surrogates)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:670(verify_mode)
       13    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/ma/core.py:8784(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/metadata/__init__.py:365(Distribution)
        2    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/urllib3/connection.py:566(__init__)
       72    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        8    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/_typing/_nbit_base.py:52(__init_subclass__)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/ma/core.py:2879(__new__)
       64    0.000    0.000    0.000    0.000 {method 'removesuffix' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/interchange/utils.py:1(<module>)
       64    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/util/_decorators.py:437(__init__)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/generic.py:5663(_reindex_with_indexers)
        2    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/urllib3/connectionpool.py:980(__init__)
       14    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/soupsieve/css_parser.py:449(__init__)
        3    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:4861(ddl_datatype)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:404(field)
       19    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:857(_set_qualname)
        7    0.000    0.000    0.004    0.001 /usr/lib/python3.12/importlib/__init__.py:73(import_module)
        2    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/ma/core.py:3024(_update_from)
        2    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/urllib3/_collections.py:240(__init__)
        2    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/typing_extensions.py:606(__init__)
       98    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/series.py:1480(_clear_item_cache)
        2    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/internals/blocks.py:1287(take_nd)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/peewee.py:3184(__init__)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/core/reshape/tile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/pandas/io/pytables.py:485(HDFStore)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1188(domain_return_ok)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:1027(send)
        1    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/numpy/_core/memmap.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/simmonsc/Desktop/DS_Bootcamp/DS_Bootcamp.Day03.ID_886513-1/src/simmonsc/lib/python3.12/site-packages/urllib3/poolmanager.py:305(connection_from_context)
